Jur Dept,Jurisdictional Dept,PMA NUM,PMA Name,PMA Location Address, PMA Land SqFt ,PMA Classification,PMA Current Use,PMA Future Use If Any,City Ownership,Category,Comment
CEN,Seattle Center,4301,Seattle Center- KeyArena/KEXP/SIFF/VERA,400 1st Ave N," 476,814 ",Fully Utilized,Cultural/Entertainment Facility,,Owned,,
CEN,Seattle Center,4303,Seattle Center- Broad St Green/Mural Amph,218 2nd Ave N," 384,062 ",Fully Utilized,Cultural/Entertainment Facility,,Owned,,
CEN,Seattle Center,4310,Seattle Center- Playhouse / Exh Hall / McCaw Hall,301 Mercer St," 282,355 ",Fully Utilized,Cultural/Entertainment Facility,,Owned,,
CEN,Seattle Center,4317,Seattle Center- Mercer Garage,300 Mercer St," 138,780 ",Fully Utilized,Parking,,Owned,,
CEN,Seattle Center,4306,Seattle Center- Armory,305 Harrison St," 137,172 ",Fully Utilized,Cultural/Entertainment Facility,,Owned,,
CEN,Seattle Center,4307,Seattle Center- Artists at Play,375 Harrison St," 137,172 ",Fully Utilized,Cultural/Entertainment Facility,,Owned,,
CEN,Seattle Center,4309,Seattle Center- International Fountain,400 2nd Ave N," 136,959 ",Fully Utilized,Cultural/Entertainment Facility,,Owned,,
CEN,Seattle Center,4305,Seattle Center- Fisher Pavilion,"2nd Ave N & Thomas St, NE Cor"," 134,994 ",Fully Utilized,Cultural/Entertainment Facility,,Owned,,
CEN,Seattle Center,4308,Seattle Center- Seattle Repertory Theater,155 Mercer St," 130,686 ",Fully Utilized,Cultural/Entertainment Facility,,Owned,,
CEN,Seattle Center,4311,Seattle Center- Mercer Arena- Ground Lease- Opera,363 Mercer St," 127,178 ",Fully Utilized,Cultural/Entertainment Facility,,Owned,,
CEN,Seattle Center,4312,Seattle Center- KCTS- Ground Lease,401 Mercer St," 88,910 ",Fully Utilized,Office Space,,Mixed Ownership,,
CEN,Seattle Center,4313,Seattle Center- 5th Ave N Garage- Ground Lease,500 5th Ave N," 84,494 ",Fully Utilized,Parking,,Mixed Ownership,,
CEN,Seattle Center,4316,Seattle Center- Museum of Pop Culture-Ground Lease,325 5th Ave N," 83,689 ",Fully Utilized,Cultural/Entertainment Facility,,Mixed Ownership,,
CEN,Seattle Center,3578,Seattle Center- Gardner's Complex/Pottery NW,226 1st Ave N," 54,528 ",Fully Utilized,Maintenance Facility,,Owned,,
CEN,Seattle Center,4304,Seattle Center- Seattle Children's Theater,240 Thomas St," 43,953 ",Fully Utilized,Cultural/Entertainment Facility,,Owned,,
CEN,Seattle Center,4315,Seattle Center- 1st Ave N Parking Garage,210 1st Ave N," 37,632 ",Fully Utilized,Parking,,Owned,,
CEN,Seattle Center,4595,Seattle Center- Harrison Street Turnaround,408 Thomas St," 36,386 ",Fully Utilized,Roadway,,Owned,,
CEN,Seattle Center,4300,Seattle Center- SW Kreielsheimer Block Garden,610 2nd Ave N," 11,000 ",Fully Utilized,Mini Parks/Pocket Parks,,Owned,,
CEN,Seattle Center,4299,Seattle Center- Garden Frontage- SE Kreielsheimer,3rd Ave N & Mercer  St," 6,022 ",Fully Utilized,Landscaping,,Owned,,
DON,Neighborhoods,4291,Magnuson Park Community Garden & Ppatch- Use Agmt,Sandpoint Way NE & NE 70th St," 156,547 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4322,Picardo Farm Ppatch- Use Agmt,8040 25th Ave NE," 134,774 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1562,UpGarden Ppatch- Use Agmt,300 Mercer St," 104,408 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4092,Thistle Ppatch- Use Agmt,M L King Jr Way S & S Cloverdale St," 93,327 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4086,Interbay Ppatch- Use Agmt,2451 15th Ave W," 83,648 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4093,Maa Nyei Lai Ndeic Ppatch- Use Agmt,4913 Columbia Dr S," 59,083 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1565,Westcrest Ppatch- Use Agmt,8th Ave SW & SW Henderson St," 55,054 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1561,Beacon Food Forest- Use Agmt,15th Ave S & S Dakota St," 26,989 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4088,Bradner Gardens Ppatch- Use Agmt,1750 S Bradner Pl," 26,901 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4091,Snoqualmie Ppatch- Use Agmt,4549 13th Ave S," 25,621 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4097,Delridge Ppatch- Use Agmt,5078 25th Ave SW," 24,507 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1547,New Holly Power Garden- Use Agmt,32nd Ave S & S Brighton St," 24,065 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4089,Colman Ppatch- Use Agmt,1716 32nd Ave S," 21,097 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1531,Hillside Gardens Community Garden- Use Agmt,M L King Jr Way S & S McClellan St," 20,882 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1542,Hillman City Ppatch- Use Agmt & Lease,4613 S Lucile St," 18,511 ",Fully Utilized,P-Patch,,Mixed Ownership,,
DON,Neighborhoods,4096,Jackson Park Ppatch- Use Agmt,13049 10th Ave NE," 17,892 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4090,Evanston Ppatch- Use Agmt,604 N 101st St," 17,594 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4545,Bitterlake Reservoir Ppatch- Use Agmt,N 143rd St & Linden Ave N," 16,664 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4123,Queen Anne Ppatch- Use Agmt,3rd Ave N & Lynn St," 16,244 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1539,Maple Leaf Ppatch- Use Agmt,5th Ave NE & NE 103rd," 15,985 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1560,Magnolia Manor Ppatch- Use Agmt,3500 28th Ave W," 15,586 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1535,Angel Morgan Ppatch- Part Street Use,3956 S Morgan St," 14,250 ",Fully Utilized,P-Patch,,Owned,,
DON,Neighborhoods,4116,Estelle Street Ppatch- Street Use,3400 Rainier Ave S," 13,814 ",Fully Utilized,P-Patch,,City Use on Street,,
DON,Neighborhoods,1537,Lincoln Park Ppatch- Use Agmt,7400 Fauntleroy Way SW," 13,320 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4254,Marra Farm Programs- Use Agmt,9026 4th Ave S," 12,682 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,768,Barton St Ppatch,34th Ave SW & SW Barton St," 12,231 ",Fully Utilized,P-Patch,,Owned,,
DON,Neighborhoods,1670,Broadway Hill Park Ppatch- Use Agmt,500 Federal Ave E," 11,955 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4112,Judkins Ppatch- Part Lease,24th Ave S & S Norman St," 11,471 ",Fully Utilized,P-Patch,,Mixed Ownership,,
DON,Neighborhoods,4087,Cascade Ppatch- Use Agmt,Minor Ave N & Thomas St," 10,898 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4094,Good Shepherd Ppatch- Use Agmt,4618 Bagley Ave N," 10,837 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1549,New Holly Youth & Family Garden- Use Agmt,32nd Ave S & S Brighton St," 10,643 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1527,Longfellow Creek Ppatch- Use Agmt,25th Ave SW & SW Thistle St," 9,958 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1529,Belltown Ppatch- Use Agmt,Elliott Ave & Vine St," 9,698 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4548,John C. Little Park Ppatch- Use Agmt,37th Ave S & S Willow," 8,923 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1528,Hawkins Garden Ppatch,504 Martin Luther King Jr Way," 8,617 ",Fully Utilized,P-Patch,,Owned,,
DON,Neighborhoods,4117,Phinney Ridge Ppatch- Street Use,5926 3rd Ave NW," 8,133 ",Fully Utilized,P-Patch,,City Use on Street,,
DON,Neighborhoods,4095,Eastlake Ppatch- Use Agmt,2900 Fairview Ave E," 6,984 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4290,Roosevelt Ppatch,7012 12th Ave NE," 6,861 ",Fully Utilized,P-Patch,,Owned,,
DON,Neighborhoods,1526,Linden Orchard Ppatch- Use Agmt,Linden Ave N & N 67th St," 6,832 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4275,Courtland Place Ppatch- Street Use,3600 36th Ave S," 6,509 ",Fully Utilized,P-Patch,,City Use on Street,,
DON,Neighborhoods,4103,Squire Park Ppatch,14th Ave & E Fir St," 6,148 ",Fully Utilized,P-Patch,,Owned,,
DON,Neighborhoods,4547,Greenwood Station Ppatch- Use Agmt,Fremont Ave N & N 89th St," 5,517 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1530,Thomas Street Gardens Ppatch- Use Agmt,1010 E Thomas St," 5,264 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4320,Queen Pea Ppatch- Use Agmt,5th Ave N & Howe St," 5,121 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1558,Kirke Park Ppatch- Use Agmt,7028 9th Ave NW," 5,009 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1533,Oxbow Park Ppatch- Use Agmt,6400 Corson Ave S," 4,872 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1545,Unpaving Paradise Ppatch- Use Agmt,E John & Summit Ave E," 4,637 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,4115,Ravenna Ppatch- Street Use,5200 Ravenna Ave NE," 4,542 ",Fully Utilized,P-Patch,,City Use on Street,,
DON,Neighborhoods,4544,Howell Collective- Use Agmt,16th Ave E & E Howell," 4,295 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1525,Beacon Bluff Ppatch- Street Use,1201 15th Ave S," 3,204 ",Fully Utilized,P-Patch,,City Use on Street,,
DON,Neighborhoods,4343,Brandon Orchard Ppatch,4625 S Brandon St," 2,581 ",Fully Utilized,P-Patch,,Owned,,
DON,Neighborhoods,1536,Thyme Patch Ppatch- Use Agmt,2855 NW 58th St," 2,428 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1541,Spring Street Ppatch,25th Ave & E Spring St," 2,426 ",Fully Utilized,P-Patch,,Owned,,
DON,Neighborhoods,1564,Horiuchi Park Ppatch- Use Agmt,Boren Ave & Yesler Way," 2,399 ",Fully Utilized,P-Patch,,City Use Agmt on City Ppty,,
DON,Neighborhoods,1524,Mad Pea Ppatch- Street Use,3000 E Mercer St," 2,186 ",Fully Utilized,P-Patch,,City Use on Street,,
DON,Neighborhoods,4293,Pelican Tea Ppatch- Street Use,1909 E Roy St (Alley)," 1,536 ",Fully Utilized,P-Patch,,City Use on Street,,
FAS,Finance & Admin Svcs,102,SPD Training Facility,"11026 E Marginal Way S, Tukwila"," 1,117,749 ",Fully Utilized,Training Facility,,Owned,,
FAS,Finance & Admin Svcs,4326,Joint Training Facility,9401 Myers Way S," 545,294 ",Fully Utilized,Training Facility,,Owned,,
FAS,Finance & Admin Svcs,691,Haller Lake Shops,12600 Stone Ave N," 521,298 ",Fully Utilized,Maintenance Facility,,Owned,,
FAS,Finance & Admin Svcs,90,Charles Street Shops,805 S Dearborn St," 444,870 ",Fully Utilized,Maintenance Facility,,Owned,,
FAS,Finance & Admin Svcs,4085,Airport Way Center,2203 Airport Way S," 438,229 ",Fully Utilized,Maintenance Facility,,Owned,,
FAS,Finance & Admin Svcs,3677,West Seattle Shops- Police Horse Stables,9200 8th Ave SW," 343,585 ",Fully Utilized,Maintenance Facility,,Owned,,
FAS,Finance & Admin Svcs,4601,Future JTF Expansion,9501 1st Ave S," 199,553 ",Fully Utilized,Vacant (Undeveloped),,Owned,,
FAS,Finance & Admin Svcs,3882,Good Shepherd Center,4649 Sunnyside Ave N," 182,409 ",Fully Utilized,Recreational Facility/Community Center,,Mixed Ownership,,
FAS,Finance & Admin Svcs,36,Elliott Bay Park- FAS Ptn,399 Alaskan Way W," 148,040 ",Fully Utilized,Park/Playground/Viewpoint,,Owned,,
FAS,Finance & Admin Svcs,140,Police Department South Precinct,3001 S Myrtle St," 132,022 ",Fully Utilized,Police Facility,,Owned,,
FAS,Finance & Admin Svcs,4550,Duwamish River Habitat Restoration,"10050 W Marginal Pl S, Tukwila"," 130,000 ",Fully Utilized,Wildlife/Fish Habitat,,City Use Agmt on City Ppty,,
FAS,Finance & Admin Svcs,141,Police Department North Precinct,10049 College Way N," 125,802 ",Fully Utilized,Police Facility,,Owned,,
FAS,Finance & Admin Svcs,4294,Police Department Southwest Precinct,2300 SW Webster St," 102,615 ",Fully Utilized,Police Facility,,Owned,,
FAS,Finance & Admin Svcs,4539,Myers Way Parcel A,9403 2nd Ave SW," 96,989 ",Fully Utilized,Vacant (Undeveloped),,Owned,,
FAS,Finance & Admin Svcs,4062,Benaroya Hall-  Long Term Lease to Benaroya,200 University St," 84,501 ",Fully Utilized,Cultural/Entertainment Facility,,Owned,,
FAS,Finance & Admin Svcs,109,Fire Station No.  5- Use Agmt,925 Alaskan Way," 83,643 ",Fully Utilized,Fire Facility,,City Use on Street,,
FAS,Finance & Admin Svcs,98,Fire Station No. 28,5968 Rainier Ave S," 82,620 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,478,Harbor Patrol and Shop- Part Lease,1717 N Northlake Pl," 77,297 ",Fully Utilized,Maintenance Facility,,Mixed Ownership,,
FAS,Finance & Admin Svcs,4035,Seattle Municipal Tower- Part Ground Lease,700 5th Ave," 61,882 ",Fully Utilized,Office Space,,Mixed Ownership,,
FAS,Finance & Admin Svcs,810,Fire Station No. 10- EOC- FAC,400 S Washington St," 61,509 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,86,City Hall,600 4th Ave," 59,538 ",Fully Utilized,Office Space,,Owned,,
FAS,Finance & Admin Svcs,155,Freeway Park Parking Garage- Lease To WSCTC,1300 Hubbell Pl," 54,535 ",Fully Utilized,Parking,,Owned,,
FAS,Finance & Admin Svcs,4031,Police Department West Precinct,810 Virginia St," 46,037 ",Fully Utilized,Police Facility,,Owned,,
FAS,Finance & Admin Svcs,808,Fire Station No.  8- Esmt,110 Lee St," 36,850 ",Fully Utilized,Public Safety Facility,,City Use Agmt on City Ppty,,
FAS,Finance & Admin Svcs,115,Fire Station No. 14,3224 4th Ave S," 35,106 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,26,Parcel at 9100 Cyrus Ave NW,9100 Cyrus Ave NW," 30,941 ",Fully Utilized,Drainage (Natural),,Owned,,
FAS,Finance & Admin Svcs,4396,9th and Lenora Condo Association- City Portion,"2021 9th Ave, Basement and Floor 3"," 30,717 ",Fully Utilized,Parking,,Owned,,
FAS,Finance & Admin Svcs,4169,12th Avenue Arts- East Precinct Garage,1624 12th Ave," 29,059 ",Fully Utilized,Parking,,Owned,,
FAS,Finance & Admin Svcs,47,Seattle Justice Center,610 5th Ave," 28,839 ",Fully Utilized,Public Safety Facility,,Owned,,
FAS,Finance & Admin Svcs,4271,Seapark Parking Garage,609 6th Ave," 28,805 ",Fully Utilized,Parking,,Owned,,
FAS,Finance & Admin Svcs,130,Fire Station No. 33,9645 Renton Ave S," 28,253 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,117,Fire Station No. 17,1020 NE 50th St," 24,038 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,150,Fire Station No. 27,1000 S Myrtle St," 23,170 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,123,Fire Station No. 25,1300 E Pine St," 23,076 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,121,Fire Station No. 22 -Part Lease,901 E Roanoke St," 23,062 ",Fully Utilized,Fire Facility,,Mixed Ownership,,
FAS,Finance & Admin Svcs,820,Fire Station No. 20,2800 15th Ave W," 22,222 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,7,Police Department East Precinct,1519 12th Ave," 21,794 ",Fully Utilized,Police Facility,,Owned,,
FAS,Finance & Admin Svcs,1614,Cheasty Greenspace- PMA 1614,2896 Mount View Dr S," 21,216 ",Fully Utilized,Green Space/Natural Area,,Owned,,
FAS,Finance & Admin Svcs,143,Municipal Spay and Neuter Clinic,2189 15th Ave W," 21,206 ",Fully Utilized,Animal Welfare Facility,,Owned,,
FAS,Finance & Admin Svcs,4268,Hillside Gardens,2598 Martin Luther King Jr Way S," 20,882 ",Fully Utilized,P-Patch,,Owned,,
FAS,Finance & Admin Svcs,118,Fire Station No. 18,1521 NW Market St," 19,982 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,133,Fire Station No. 36,3600 23rd Ave SW," 19,877 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,108,Fire Station No.  2,2334 4th Ave," 19,446 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,837,Fire Station No. 37,7700 35th Ave SW," 18,059 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,128,Fire Station No. 31,1319 N Northgate Way," 18,004 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,125,Fire Station No. 26,800 S Cloverdale St," 17,957 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,839,Fire Station No. 39,2806 NE 127th St," 16,846 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,122,Fire Station No. 24,401 N 130th St," 15,641 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,127,Fire Station No. 30,2931 S Mount Baker Bl," 15,483 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,806,Fire Station No.  6,405 Martin Luther King Jr Way S," 15,308 ",Fully Utilized,Public Safety Facility,,Owned,,
FAS,Finance & Admin Svcs,838,Fire Station No. 38,4004 NE 55th St," 14,993 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,4042,Fire Station No. 13- Use Agmt,3601 Beacon Ave S," 14,440 ",Fully Utilized,Fire Facility,,City Use Agmt on City Ppty,,
FAS,Finance & Admin Svcs,92,DoIT Comm Shop,1933 Minor Ave," 14,405 ",Fully Utilized,Telecommunications Facilities,,Owned,,
FAS,Finance & Admin Svcs,4594,Fire Station No. 32 Interim Location- Permit,4731 40th Ave SW," 14,394 ",Fully Utilized,Public Safety Facility,,City Use Agmt on City Ppty,,
FAS,Finance & Admin Svcs,137,Fire Station No. 40,9401 35th Ave NE," 14,363 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,4273,SW Manning St Triangle,3030 SW Manning St," 13,948 ",Fully Utilized,Green Space/Natural Area,,Owned,,
FAS,Finance & Admin Svcs,111,Fire Station No.  9,3829 Linden Ave N," 13,355 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,112,Fire Dept Headquarters,301 2nd Ave S," 12,979 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,131,Fire Station No. 34,633 32nd Ave E," 12,335 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,113,Fire Station No. 11,1514 SW Holden St," 11,558 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,4179,Ravine At S Barton E Duwamish,9199 36th Ave S," 11,555 ",Fully Utilized,Green Space/Natural Area,,Owned,,
FAS,Finance & Admin Svcs,129,Fire Station No. 32,3715 SW Alaska St," 11,197 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,126,Fire Station No. 29,2139 Ferry Ave SW," 11,128 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,120,Fire Station No. 21,7304 Greenwood Ave N," 11,101 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,1644,Parcel at 6555 25th Ave SW,6555 25th Ave SW," 10,879 ",Fully Utilized,Green Space/Natural Area,,Owned,,
FAS,Finance & Admin Svcs,4399,Arroyo Beach House,10801 Arroyo Beach Pl," 10,480 ",Fully Utilized,Residential,,Owned,,
FAS,Finance & Admin Svcs,138,Fire Station No. 41,2416 34th Ave W," 10,194 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,132,Fire Station No. 35,8729 15th Ave NW," 9,957 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,1624,Drainage at 2818 S Orcas St,2818 S Orcas St," 8,922 ",Fully Utilized,Drainage (Natural),,Owned,,
FAS,Finance & Admin Svcs,4344,Lake City Civic Core Plaza & Garage,12509 28th Ave NE," 8,521 ",Fully Utilized,Parking,,Owned,,
FAS,Finance & Admin Svcs,116,Fire Station No. 16,6846 Oswego Pl NE," 7,441 ",Fully Utilized,Fire Facility,,Owned,,
FAS,Finance & Admin Svcs,3738,Drainage at 2398 NE 125th St,2398 NE 125th St," 6,845 ",Fully Utilized,Drainage (Natural),,Owned,,
FAS,Finance & Admin Svcs,4596,Fire Station No. 29 Interim Location- Street Use,2101 Ferry Ave SW," 6,605 ",Fully Utilized,Public Safety Facility,,City Use on Street,,
FAS,Finance & Admin Svcs,20,Parcel at 2501 NE 82nd St,2501 NE 82nd St," 5,091 ",Fully Utilized,P-Patch,,Owned,,
FAS,Finance & Admin Svcs,1641,Alley btwn 28th Ave S & S Morgan St,2899 S Morgan St," 3,883 ",Fully Utilized,Alley Use,,Owned,,
FAS,Finance & Admin Svcs,4148,Ballard NSC- Use Agmt,5604 22nd Ave NW," 3,140 ",Fully Utilized,Neighborhood Service Center,,City Use Agmt on City Ppty,,
FAS,Finance & Admin Svcs,4060,Northeast Telecom Site at Maple Leaf,8526 Roosevelt Way NE," 1,924 ",Fully Utilized,Telecommunications Facilities,,Owned,,
FAS,Finance & Admin Svcs,4501,Snippet at 3502 S Della St,3502 S Della St," 1,635 ",Fully Utilized,Landscaping,,Owned,,
FAS,Finance & Admin Svcs,1580,Alley at 3208 NW 67th St,3208 NW 67th St," 1,616 ",Fully Utilized,Alley Use,,Owned,,
FAS,Finance & Admin Svcs,1637,Drainage at 6041 30th Ave S,6041 30th Ave S," 1,237 ",Fully Utilized,Drainage (Natural),,Owned,,
FAS,Finance & Admin Svcs,1606,Snippet at 3800 Cheasty Blvd S,3800 Cheasty Bl S, 995 ,Fully Utilized,Green Space/Natural Area,,Owned,,
FAS,Finance & Admin Svcs,1570,Alley at 9012 12th Ave NE,9012 12th Ave NE, 896 ,Fully Utilized,Alley Use,,Owned,,
FAS,Finance & Admin Svcs,4353,Pike Street Hillclimb Elevator & Skybridge,Pike St & Western Ave, 712 ,Fully Utilized,Multi-Use Trail,,Owned,,
FAS,Finance & Admin Svcs,4614,Northeast Radio Site- Permit,8600 Roosevelt Way NE, 600 ,Fully Utilized,Telecommunications Facilities,,City Use Agmt on City Ppty,,
FAS,Finance & Admin Svcs,1150,Fire Station No.  2 TDR Only,2318 4th Ave, 500 ,Fully Utilized,Transferable Development Rights - Landmark,,Owned,,
FAS,Finance & Admin Svcs,4390,Lake City NSC- Use Agmt,"12525 28th Ave NE, 2nd Floor", 500 ,Fully Utilized,Neighborhood Service Center,,City Use Agmt on City Ppty,,
FAS,Finance & Admin Svcs,4537,West Seattle Radio Site- Use Agmt,6915 36th Ave SW, 500 ,Fully Utilized,Telecommunications Facilities,,City Use Agmt on City Ppty,,
FAS,Finance & Admin Svcs,4555,Southwest NSC- Use Agmt,2801 SW Thistle St, 500 ,Fully Utilized,Neighborhood Service Center,,City Use Agmt on City Ppty,,
FAS,Finance & Admin Svcs,4623,Council District Office CD 1 -MOA,2801 SW Thistle St, 200 ,Fully Utilized,Council District Office,,City Use Agmt on City Ppty,,
OH,Office of Housing,4274,Sand Point- Housing Ptn- Ground Lease- SPCH,6800 Sand Point Way NE," 658,866 ",Fully Utilized,Housing Site,,Owned,,
OH,Office of Housing,1471,Pathway Set Aside from Yesler-Atlantic Project,2098 S Lane St," 2,402 ",Fully Utilized,Multi-Use Trail,,Owned,,
OH,Office of Housing,1164,Scargo Hotel TDR Only,2209 1st Ave, 500 ,Fully Utilized,Transferable Development Rights - Housing,,Owned,,
Parks,Parks and Recreation,310,Discovery Park,3801 Discovery Park Boulevard," 23,458,960 ",Fully Utilized,Special-Use Parks/Specialty Gardens/ELC's,,Owned,,
Parks,Parks and Recreation,2952,Discovery Park Tidelands- Part Lease,3600 W Government Way," 15,245,415 ",Fully Utilized,Greenbelts/Natural Area,,Mixed Ownership,,
Parks,Parks and Recreation,307,Green Lake Park & Community Center,7201 E Green Lake Dr N," 14,880,250 ",Fully Utilized,Regional Parks/Large Urban Parks,,Owned,,
Parks,Parks and Recreation,398,Warren G Magnuson Park,6500 Sand Point Way NE," 13,348,525 ",Fully Utilized,Regional Parks/Large Urban Parks,,Owned,,
Parks,Parks and Recreation,428,Seward Park,5900 Lake Washington Bl S," 12,754,805 ",Fully Utilized,Special-Use Parks/Specialty Gardens/ELC's,,Owned,,
Parks,Parks and Recreation,393,Washington Park Arboretum,Lake Washington Bl," 8,019,392 ",Fully Utilized,Special-Use Parks/Specialty Gardens/ELC's,,Owned,,
Parks,Parks and Recreation,3041,Magnolia Tidelands Park- Part Lease,4799 W Bertona St," 7,663,443 ",Fully Utilized,Green Space/Natural Area,,Mixed Ownership,,
Parks,Parks and Recreation,240,Carkeek Park- METRO owns ptn,950 Carkeek Park Rd," 7,494,683 ",Fully Utilized,Special-Use Parks/Specialty Gardens/ELC's,,Mixed Ownership,,
Parks,Parks and Recreation,327,Jackson Park Golf Course,1000 NE 135th St," 6,635,205 ",Fully Utilized,Regional Parks/Large Urban Parks,,Owned,,
Parks,Parks and Recreation,469,West Seattle Golf Course,4600 35th Ave SW," 6,008,052 ",Fully Utilized,Regional Parks/Large Urban Parks,,Owned,,
Parks,Parks and Recreation,445,Alki Beach Park,2701 Alki Ave SW," 5,925,596 ",Fully Utilized,Regional Parks/Large Urban Parks,,Owned,,
Parks,Parks and Recreation,468,Westcrest Park- Part MOA w/SPU,399 SW Kenyon St," 5,586,338 ",Fully Utilized,Neighborhood Parks,,Owned,,
Parks,Parks and Recreation,460,Lincoln Park,8011 Fauntleroy Way SW," 5,541,033 ",Fully Utilized,Regional Parks/Large Urban Parks,,Owned,,
